DigimonCombineId,DigimonAId,DigimonBId,DigimonResultId
47123,158,74,8
47124,158,76,10
47125,158,183,
47126,158,75,10
47127,158,77,8
47128,158,78,8
47129,158,79,8
47130,158,134,67
47131,158,168,137
47132,158,187,
47133,158,188,
47134,158,135,65
47135,158,136,51
47136,158,169,110
47137,158,81,10
47138,158,170,134
47139,158,137,66
47140,158,172,137
47141,158,171,110
47142,158,80,8
47143,158,173,134
47144,158,138,93
47145,158,174,108
47146,158,139,66
47147,158,82,8
47148,158,83,19
47149,158,190,
47150,158,175,106
47151,158,84,10
47152,158,176,137
47153,158,85,10
47154,158,140,33
47155,158,86,10
47156,158,177,137
47157,158,87,10
47158,158,88,10
47159,158,141,51
47160,158,142,51
47161,158,143,65
47162,158,178,110
47163,158,89,8
47164,158,90,10
47165,158,91,8
47167,158,92,10
47168,158,144,51
47169,158,145,65
47170,158,93,21
47171,158,94,10
47172,158,146,33
47173,158,95,8
47174,158,96,10
47175,158,97,10
47176,158,147,51
47177,158,98,10
47178,158,99,19
47179,158,148,33
47180,158,179,134
47181,158,180,137
47182,158,149,51
47183,158,150,51
47184,158,151,66
47185,158,152,33
47186,158,100,10
47187,158,101,19
47188,158,102,10
47189,158,153,33
47190,193,193,
47191,193,192,
47192,193,185,
47193,193,57,
47194,193,58,
47195,193,159,
47196,193,59,
47197,193,60,
47198,193,61,
47199,193,160,
47200,193,62,
47201,193,161,
47202,193,63,
47203,193,64,
47204,193,181,
47205,193,65,
47206,193,66,
47207,193,67,
47208,193,189,
47209,193,68,
47210,193,119,
47211,193,162,
47212,193,120,
47213,193,163,
47214,193,121,
47215,193,122,
47216,193,164,
47217,193,123,
47218,193,124,
47219,193,125,
47220,193,127,
47221,193,69,
47222,193,165,
47223,193,128,
47224,193,129,
47225,193,130,
47226,193,131,
47227,193,166,
47228,193,126,
47229,193,73,
47230,193,70,
47231,193,132,
47232,193,71,
47233,193,167,
47234,193,72,
47235,193,133,
47236,193,74,
47237,193,76,
47238,193,183,
47239,193,75,
47240,193,77,
47241,193,78,
47242,193,79,
47243,193,134,
47244,193,168,
47245,193,187,
47246,193,188,
47247,193,135,
47248,193,136,
47249,193,169,
47250,193,81,
47251,193,170,
47252,193,137,
47253,193,172,
47254,193,171,
47255,193,80,
47256,193,173,
47257,193,138,
47258,193,174,
47259,193,139,
47260,193,82,
47261,193,83,
47262,193,190,
47263,193,175,
47264,193,84,
47265,193,176,
47266,193,85,
47267,193,140,
47268,193,86,
47269,193,177,
47270,193,87,
47271,193,88,
47272,193,141,
47273,193,142,
47274,193,143,
47275,193,178,
47276,193,89,
47277,193,90,
47278,193,91,
47280,193,92,
47281,193,144,
47282,193,145,
47283,193,93,
47284,193,94,
47285,193,146,
47286,193,95,
47287,193,96,
47288,193,97,
47289,193,147,
47290,193,98,
47291,193,99,
47292,193,148,
47293,193,179,
47294,193,180,
47295,193,149,
47296,193,150,
47297,193,151,
47298,193,152,
47299,193,100,
47300,193,101,
47301,193,102,
47302,193,153,
47303,192,192,
47304,192,185,
47305,192,57,
47306,192,58,
47307,192,159,
47308,192,59,
47309,192,60,
47310,192,61,
47311,192,160,
47312,192,62,
47313,192,161,
47314,192,63,
47315,192,64,
47316,192,181,
47317,192,65,
47318,192,66,
47319,192,67,
47320,192,189,
47321,192,68,
47322,192,119,
47323,192,162,
47324,192,120,
47325,192,163,
47326,192,121,
47327,192,122,
47328,192,164,
47329,192,123,
47330,192,124,
47331,192,125,
47332,192,127,
47333,192,69,
47334,192,165,
47335,192,128,
47336,192,129,
47337,192,130,
47338,192,131,
47339,192,166,
47340,192,126,
47341,192,73,
47342,192,70,
47343,192,132,
47344,192,71,
47345,192,167,
47346,192,72,
47347,192,133,
47348,192,74,
47349,192,76,
47350,192,183,
47351,192,75,
47352,192,77,
47353,192,78,
47354,192,79,
47355,192,134,
47356,192,168,
47357,192,187,
47358,192,188,
47359,192,135,
47360,192,136,
47361,192,169,
47362,192,81,
47363,192,170,
47364,192,137,
47365,192,172,
47366,192,171,
47367,192,80,
47368,192,173,
47369,192,138,
47370,192,174,
47371,192,139,
47372,192,82,
47373,192,83,
47374,192,190,
47375,192,175,
47376,192,84,
47377,192,176,
47378,192,85,
47379,192,140,
47380,192,86,
47381,192,177,
47382,192,87,
47383,192,88,
47384,192,141,
47385,192,142,
47386,192,143,
47387,192,178,
47388,192,89,
47389,192,90,
47390,192,91,
47392,192,92,
47393,192,144,
47394,192,145,
47395,192,93,
47396,192,94,
47397,192,146,
47398,192,95,
47399,192,96,
47400,192,97,
47401,192,147,
47402,192,98,
47403,192,99,
47404,192,148,
47405,192,179,
47406,192,180,
47407,192,149,
47408,192,150,
47409,192,151,
47410,192,152,
47411,192,100,
47412,192,101,
47413,192,102,
47414,192,153,
47415,185,185,
47416,185,57,
47417,185,58,
47418,185,159,
47419,185,59,
47420,185,60,
47421,185,61,
47422,185,160,
47423,185,62,
47424,185,161,
47425,185,63,
47426,185,64,
47427,185,181,
47428,185,65,
47429,185,66,
47430,185,67,
47431,185,189,
47432,185,68,
47433,185,119,
47434,185,162,
47435,185,120,
47436,185,163,
47437,185,121,
47438,185,122,
47439,185,164,
47440,185,123,
47441,185,124,
47442,185,125,
47443,185,127,
47444,185,69,
47445,185,165,
47446,185,128,
47447,185,129,
47448,185,130,
47449,185,131,
47450,185,166,
47451,185,126,
47452,185,73,
47453,185,70,
47454,185,132,
47455,185,71,
47456,185,167,
47457,185,72,
47458,185,133,
47459,185,74,
47460,185,76,
47461,185,183,
47462,185,75,
47463,185,77,
47464,185,78,
47465,185,79,
47466,185,134,
47467,185,168,
47468,185,187,
47469,185,188,
47470,185,135,
47471,185,136,
47472,185,169,
47473,185,81,
47474,185,170,
47475,185,137,
47476,185,172,
47477,185,171,
47478,185,80,
47479,185,173,
47480,185,138,
47481,185,174,
47482,185,139,
47483,185,82,
47484,185,83,
47485,185,190,
47486,185,175,
47487,185,84,
47488,185,176,
47489,185,85,
47490,185,140,
47491,185,86,
47492,185,177,
47493,185,87,
47494,185,88,
47495,185,141,
47496,185,142,
47497,185,143,
47498,185,178,
47499,185,89,
47500,185,90,
47501,185,91,
47503,185,92,
47504,185,144,
47505,185,145,
47506,185,93,
47507,185,94,
47508,185,146,
47509,185,95,
47510,185,96,
47511,185,97,
47512,185,147,
47513,185,98,
47514,185,99,
47515,185,148,
47516,185,179,
47517,185,180,
47518,185,149,
47519,185,150,
47520,185,151,
47521,185,152,
47522,185,100,
47523,185,101,
47524,185,102,
47525,185,153,
47526,57,57,17
47527,57,58,24
47528,57,159,28
47529,57,59,25
47530,57,60,25
47531,57,61,25
47532,57,160,3
47533,57,62,23
47534,57,161,24
47535,57,63,25
47536,57,64,28
47537,57,181,17
47538,57,65,8
47539,57,66,8
47540,57,67,17
47541,57,189,
47542,57,68,24
47543,57,119,17
47544,57,162,13
47545,57,120,24
47546,57,163,24
47547,57,121,25
47548,57,122,24
47549,57,164,23
47550,57,123,26
47551,57,124,1
47552,57,125,13
47553,57,127,26
47554,57,69,17
47555,57,165,25
47556,57,128,1
47557,57,129,25
47558,57,130,13
47559,57,131,25
47560,57,166,25
47561,57,126,28
47562,57,73,24
47563,57,70,13
47564,57,132,24
47565,57,71,26
47566,57,167,26
47567,57,72,25
47568,57,133,25
47569,57,74,25
47570,57,76,25
47571,57,183,
47572,57,75,25
47573,57,77,17
47574,57,78,26
47575,57,79,25
47576,57,134,17
47577,57,168,1
47578,57,187,
47579,57,188,
47580,57,135,24
47581,57,136,25
47582,57,169,3
47583,57,81,24
47584,57,170,25
47585,57,137,8
47586,57,172,25
47587,57,171,26
47588,57,80,17
47589,57,173,26
47590,57,138,17
47591,57,174,17
47592,57,139,3
47593,57,82,17
47594,57,83,17
47595,57,190,
47596,57,175,17
47597,57,84,3
47598,57,176,25
47599,57,85,17
47600,57,140,26
47601,57,86,26
47602,57,177,24
47603,57,87,26
47604,57,88,24
47605,57,141,26
47606,57,142,13
47607,57,143,17
47608,57,178,24
47609,57,89,25
47610,57,90,25
47611,57,91,17
47613,57,92,17
47614,57,144,25
47615,57,145,17
47616,57,93,17
47617,57,94,23
47618,57,146,13
47619,57,95,13
47620,57,96,13
47621,57,97,24
47622,57,147,17
47623,57,98,3
47624,57,99,17
47625,57,148,13
47626,57,179,25
47627,57,180,1
47628,57,149,25
47629,57,150,26
47630,57,151,24
47631,57,152,23
47632,57,100,25
47633,57,101,17
47634,57,102,17
47635,57,153,23
47636,58,58,27
47637,58,159,28
47638,58,59,27
47639,58,60,29
47640,58,61,11
47641,58,160,3
47642,58,62,27
47643,58,161,27
47644,58,63,11
47645,58,64,28
47646,58,181,16
47647,58,65,10
47648,58,66,10
47649,58,67,28
47650,58,189,
47651,58,68,29
47652,58,119,11
47653,58,162,24
47654,58,120,29
47655,58,163,29
47656,58,121,22
47657,58,122,27
47658,58,164,27
47659,58,123,27
47660,58,124,24
47661,58,125,24
47662,58,127,16
47663,58,69,16
47664,58,165,27
47665,58,128,24
47666,58,129,22
47667,58,130,24
47668,58,131,11
47669,58,166,11
47670,58,126,28
47671,58,73,27
47672,58,70,11
47673,58,132,27
47674,58,71,16
47675,58,167,16
47676,58,72,11
47677,58,133,29
47678,58,74,29
47679,58,76,11
47680,58,183,
47681,58,75,22
47682,58,77,24
47683,58,78,27
47684,58,79,27
47685,58,134,28
47686,58,168,24
47687,58,187,
47688,58,188,
47689,58,135,29
47690,58,136,29
47691,58,169,3
47692,58,81,29
47693,58,170,29
47694,58,137,10
47695,58,172,22
47696,58,171,16
47697,58,80,24
47698,58,173,27
47699,58,138,11
47700,58,174,27
47701,58,139,3
47702,58,82,24
47703,58,83,27
47704,58,190,
47705,58,175,11
47706,58,84,3
47707,58,176,22
47708,58,85,10
47709,58,140,16
47710,58,86,16
47711,58,177,29
47712,58,87,16
47713,58,88,27
47714,58,141,27
47715,58,142,24
47716,58,143,16
47717,58,178,27
47718,58,89,29
47719,58,90,22
47720,58,91,24
47722,58,92,16
47723,58,144,29
47724,58,145,16
47725,58,93,11
47726,58,94,27
47727,58,146,11
47728,58,95,24
47729,58,96,11
47730,58,97,27
47731,58,147,24
47732,58,98,3
47733,58,99,27
47734,58,148,11
47735,58,179,29
47736,58,180,24
47737,58,149,27
47738,58,150,27
47739,58,151,27
47740,58,152,27
47741,58,100,22
47742,58,101,27
47743,58,102,10
47744,58,153,27
47745,159,159,126
47746,159,59,28
47747,159,60,28
47748,159,61,10
47749,159,160,126
47750,159,62,15
47751,159,161,126
47752,159,63,10
47753,159,64,28
47754,159,181,143
47755,159,65,10
47756,159,66,10
47757,159,67,28
47758,159,189,
47759,159,68,28
47760,159,119,102
47761,159,162,126
47762,159,120,64
47763,159,163,126
47764,159,121,85
47765,159,122,64
47766,159,164,152
47767,159,123,47
47768,159,124,64
47769,159,125,64
47770,159,127,87
47771,159,69,4
47772,159,165,126
47773,159,128,64
47774,159,129,85
47775,159,130,64
47776,159,131,85
47777,159,166,85
47778,159,126,64
47779,159,73,28
47780,159,70,10
47781,159,132,64
47782,159,71,6
47783,159,167,127
47784,159,72,10
47785,159,133,64
47786,159,74,28
47787,159,76,10
47788,159,183,
47789,159,75,10
47790,159,77,28
47791,159,78,15
47792,159,79,28
47793,159,134,64
47794,159,168,126
47795,159,187,
47796,159,188,
47797,159,135,64
47798,159,136,64
47799,159,169,126
47800,159,81,28
47801,159,170,126
47802,159,137,102
47803,159,172,85
47804,159,171,127
47805,159,80,28
47806,159,173,152
47807,159,138,102
47808,159,174,126
47809,159,139,64
47810,159,82,28
47811,159,83,28
47812,159,190,
47813,159,175,102
47814,159,84,28
47815,159,176,85
47816,159,85,10
47817,159,140,87
47818,159,86,6
47819,159,177,126
47820,159,87,6
47821,159,88,28
47822,159,141,47
47823,159,142,64
47824,159,143,92
47825,159,178,126
47826,159,89,28
47827,159,90,10
47828,159,91,28
47830,159,92,4
47831,159,144,64
47832,159,145,92
47833,159,93,10
47834,159,94,15
47835,159,146,85
47836,159,95,28
47837,159,96,10
47838,159,97,28
47839,159,147,64
47840,159,98,28
47841,159,99,28
47842,159,148,85
47843,159,179,126
47844,159,180,126
47845,159,149,64
47846,159,150,47
47847,159,151,64
47848,159,152,47
47849,159,100,10
47850,159,101,28
47851,159,102,10
47852,159,153,47
47853,59,59,14
47854,59,60,12
47855,59,61,14
47856,59,160,3
47857,59,62,27
47858,59,161,27
47859,59,63,14
47860,59,64,28
47861,59,181,25
47862,59,65,8
47863,59,66,8
47864,59,67,18
47865,59,189,
47866,59,68,29
47867,59,119,14
47868,59,162,14
47869,59,120,29
47870,59,163,29
47871,59,121,12
47872,59,122,27
47873,59,164,27
47874,59,123,25
47875,59,124,24
47876,59,125,14
47877,59,127,25
47878,59,69,25
47879,59,165,14
47880,59,128,24
47881,59,129,12
47882,59,130,14
47883,59,131,14
47884,59,166,14
47885,59,126,28
47886,59,73,27
47887,59,70,14
47888,59,132,27
47889,59,71,25
47890,59,167,25
47891,59,72,14
47892,59,133,12
47893,59,74,12
47894,59,76,14
47895,59,183,
47896,59,75,12
47897,59,77,25
47898,59,78,25
47899,59,79,14
47900,59,134,18
47901,59,168,24
47902,59,187,
47903,59,188,
47904,59,135,29
47905,59,136,12
47906,59,169,3
47907,59,81,29
47908,59,170,12
47909,59,137,8
47910,59,172,12
47911,59,171,25
47912,59,80,25
47913,59,173,25
47914,59,138,14
47915,59,174,14
47916,59,139,3
47917,59,82,25
47918,59,83,14
47919,59,190,
47920,59,175,14
47921,59,84,3
47922,59,176,12
47923,59,85,18
47924,59,140,25
47925,59,86,25
47926,59,177,29
47927,59,87,25
47928,59,88,27
47929,59,141,25
47930,59,142,14
47931,59,143,25
47932,59,178,27
47933,59,89,12
47934,59,90,12
47935,59,91,25
47937,59,92,25
47938,59,144,12
47939,59,145,25
47940,59,93,14
47941,59,94,27
47942,59,146,14
47943,59,95,14
47944,59,96,14
47945,59,97,27
47946,59,147,25
47947,59,98,3
47948,59,99,14
47949,59,148,14
47950,59,179,12
47951,59,180,24
47952,59,149,14
47953,59,150,25
47954,59,151,27
47955,59,152,27
47956,59,100,12
47957,59,101,14
47958,59,102,18
47959,59,153,27
47960,60,60,7
47961,60,61,12
47962,60,160,3
47963,60,62,15
47964,60,161,29
47965,60,63,12
47966,60,64,28
47967,60,181,25
47968,60,65,8
47969,60,66,8
47970,60,67,18
47971,60,189,
47972,60,68,5
47973,60,119,19
47974,60,162,30
47975,60,120,5
47976,60,163,5
47977,60,121,7
47978,60,122,29
47979,60,164,15
47980,60,123,20
47981,60,124,29
47982,60,125,30
47983,60,127,20
47984,60,69,25
47985,60,165,12
47986,60,128,29
47987,60,129,7
47988,60,130,30
47989,60,131,12
47990,60,166,12
47991,60,126,28
47992,60,73,29
47993,60,70,30
47994,60,132,29
47995,60,71,20
47996,60,167,20
47997,60,72,12
47998,60,133,7
47999,60,74,7
48000,60,76,12
48001,60,183,
48002,60,75,7
48003,60,77,25
48004,60,78,20
48005,60,79,12
48006,60,134,18
48007,60,168,29
48008,60,187,
48009,60,188,
48010,60,135,5
48011,60,136,7
48012,60,169,3
48013,60,81,5
48014,60,170,7
48015,60,137,8
48016,60,172,7
48017,60,171,20
48018,60,80,25
48019,60,173,20
48020,60,138,19
48021,60,174,19
48022,60,139,3
48023,60,82,25
48024,60,83,19
48025,60,190,
48026,60,175,19
48027,60,84,3
48028,60,176,7
48029,60,85,18
48030,60,140,20
48031,60,86,20
48032,60,177,5
48033,60,87,20
48034,60,88,29
48035,60,141,20
48036,60,142,30
48037,60,143,25
48038,60,178,29
48039,60,89,7
48040,60,90,7
48041,60,91,25
48043,60,92,25
48044,60,144,7
48045,60,145,25
48046,60,93,19
48047,60,94,15
48048,60,146,30
48049,60,95,30
48050,60,96,30
48051,60,97,29
48052,60,147,25
48053,60,98,3
48054,60,99,19
48055,60,148,30
48056,60,179,7
48057,60,180,29
48058,60,149,12
48059,60,150,20
48060,60,151,29
48061,60,152,15
48062,60,100,7
48063,60,101,19
48064,60,102,18
48065,60,153,15
48066,61,61,11
48067,61,160,10
48068,61,62,16
48069,61,161,11
48070,61,63,11
48071,61,64,10
48072,61,181,16
48073,61,65,10
48074,61,66,10
48075,61,67,18
48076,61,189,
48077,61,68,22
48078,61,119,11
48079,61,162,14
48080,61,120,22
48081,61,163,22
48082,61,121,22
48083,61,122,11
48084,61,164,16
48085,61,123,25
48086,61,124,11
48087,61,125,14
48088,61,127,16
48089,61,69,16
48090,61,165,14
48091,61,128,11
48092,61,129,22
48093,61,130,14
48094,61,131,11
48095,61,166,11
48096,61,126,10
48097,61,73,11
48098,61,70,11
48099,61,132,11
48100,61,71,16
48101,61,167,16
48102,61,72,11
48103,61,133,12
48104,61,74,12
48105,61,76,11
48106,61,183,
48107,61,75,22
48108,61,77,25
48109,61,78,25
48110,61,79,14
48111,61,134,18
48112,61,168,11
48113,61,187,
48114,61,188,
48115,61,135,22
48116,61,136,12
48117,61,169,10
48118,61,81,22
48119,61,170,12
48120,61,137,10
48121,61,172,22
48122,61,171,16
48123,61,80,25
48124,61,173,25
48125,61,138,11
48126,61,174,14
48127,61,139,10
48128,61,82,25
48129,61,83,14
48130,61,190,
48131,61,175,11
48132,61,84,10
48133,61,176,22
48134,61,85,10
48135,61,140,16
48136,61,86,16
48137,61,177,22
48138,61,87,16
48139,61,88,11
48140,61,141,25
48141,61,142,14
48142,61,143,16
48143,61,178,11
48144,61,89,12
48145,61,90,22
48146,61,91,25
48148,61,92,16
48149,61,144,12
48150,61,145,16
48151,61,93,11
48152,61,94,16
48153,61,146,11
48154,61,95,14
48155,61,96,11
48156,61,97,11
48157,61,147,25
48158,61,98,10
48159,61,99,14
48160,61,148,11
48161,61,179,12
48162,61,180,11
48163,61,149,14
48164,61,150,25
48165,61,151,11
48166,61,152,16
48167,61,100,22
48168,61,101,14
48169,61,102,10
48170,61,153,16
48171,160,160,116
48172,160,62,3
48173,160,161,103
48174,160,63,10
48175,160,64,28
48176,160,181,137
48177,160,65,10
48178,160,66,10
48179,160,67,28
48180,160,189,
48181,160,68,3
48182,160,119,93
48183,160,162,103
48184,160,120,98
48185,160,163,116
48186,160,121,65
48187,160,122,84
48188,160,164,103
48189,160,123,32
48190,160,124,98
48191,160,125,98
48192,160,127,33
48193,160,69,10
48194,160,165,103
48195,160,128,98
48196,160,129,65
48197,160,130,98
48198,160,131,66
48199,160,166,110
48200,160,126,64
48201,160,73,3
48202,160,70,10
48203,160,132,84
48204,160,71,10
48205,160,167,110
48206,160,72,10
48207,160,133,98
48208,160,74,3
48209,160,76,10
48210,160,183,
48211,160,75,10
48212,160,77,3
48213,160,78,3
48214,160,79,3
48215,160,134,64
48216,160,168,103
48217,160,187,
48218,160,188,
48219,160,135,98
48220,160,136,98
48221,160,169,116
48222,160,81,3
48223,160,170,116
48224,160,137,66
48225,160,172,137
48226,160,171,110
48227,160,80,3
48228,160,173,103
48229,160,138,93
48230,160,174,126
48231,160,139,37
48232,160,82,3
48233,160,83,28
48234,160,190,
48235,160,175,106
48236,160,84,3
48237,160,176,137
48238,160,85,10
48239,160,140,33
48240,160,86,10
48241,160,177,116
48242,160,87,10
48243,160,88,3
48244,160,141,32
48245,160,142,98
48246,160,143,65
48247,160,178,103
48248,160,89,3
48249,160,90,10
48250,160,91,3
48252,160,92,10
48253,160,144,98
48254,160,145,65
48255,160,93,21
48256,160,94,3
48257,160,146,33
48258,160,95,31
48259,160,96,10
48260,160,97,3
48261,160,147,32
48262,160,98,3
48263,160,99,28
48264,160,148,33
48265,160,179,116
48266,160,180,103
48267,160,149,84
48268,160,150,32
48269,160,151,84
48270,160,152,32
48271,160,100,10
48272,160,101,28
48273,160,102,10
48274,160,153,32
48275,62,62,15
48276,62,161,27
48277,62,63,16
48278,62,64,15
48279,62,181,6
48280,62,65,10
48281,62,66,10
48282,62,67,15
48283,62,189,
48284,62,68,15
48285,62,119,6
48286,62,162,1
48287,62,120,15
48288,62,163,15
48289,62,121,6
48290,62,122,27
48291,62,164,15
48292,62,123,15
48293,62,124,1
48294,62,125,1
48295,62,127,6
48296,62,69,6
48297,62,165,27
48298,62,128,1
48299,62,129,6
48300,62,130,1
48301,62,131,16
48302,62,166,16
48303,62,126,15
48304,62,73,27
48305,62,70,9
48306,62,132,27
48307,62,71,6
48308,62,167,6
48309,62,72,16
48310,62,133,15
48311,62,74,15
48312,62,76,16
48313,62,183,
48314,62,75,6
48315,62,77,23
48316,62,78,15
48317,62,79,27
48318,62,134,15
48319,62,168,1
48320,62,187,
48321,62,188,
48322,62,135,15
48323,62,136,15
48324,62,169,3
48325,62,81,15
48326,62,170,15
48327,62,137,10
48328,62,172,6
48329,62,171,6
48330,62,80,23
48331,62,173,15
48332,62,138,6
48333,62,174,23
48334,62,139,3
48335,62,82,23
48336,62,83,23
48337,62,190,
48338,62,175,6
48339,62,84,3
48340,62,176,6
48341,62,85,6
48342,62,140,6
48343,62,86,6
48344,62,177,15
48345,62,87,6
48346,62,88,27
48347,62,141,15
48348,62,142,1
48349,62,143,6
48350,62,178,27
48351,62,89,15
48352,62,90,6
48353,62,91,23
48355,62,92,6
48356,62,144,15
48357,62,145,6
48358,62,93,6
48359,62,94,15
48360,62,146,9
48361,62,95,1
48362,62,96,9
48363,62,97,27
48364,62,147,23
48365,62,98,3
48366,62,99,23
48367,62,148,9
48368,62,179,15
48369,62,180,1
48370,62,149,27
48371,62,150,15
48372,62,151,27
48373,62,152,15
48374,62,100,6
48375,62,101,23
48376,62,102,6
48377,62,153,15
48378,161,161,151
48379,161,63,11
48380,161,64,28
48381,161,181,131
48382,161,65,10
48383,161,66,10
48384,161,67,28
48385,161,189,
48386,161,68,29
48387,161,119,63
48388,161,162,151
48389,161,120,68
48390,161,163,135
48391,161,121,75
48392,161,122,53
48393,161,164,122
48394,161,123,73
48395,161,124,88
48396,161,125,88
48397,161,127,76
48398,161,69,16
48399,161,165,151
48400,161,128,88
48401,161,129,75
48402,161,130,88
48403,161,131,61
48404,161,166,131
48405,161,126,64
48406,161,73,27
48407,161,70,11
48408,161,132,53
48409,161,71,16
48410,161,167,131
48411,161,72,11
48412,161,133,68
48413,161,74,29
48414,161,76,11
48415,161,183,
48416,161,75,22
48417,161,77,24
48418,161,78,27
48419,161,79,27
48420,161,134,64
48421,161,168,151
48422,161,187,
48423,161,188,
48424,161,135,68
48425,161,136,68
48426,161,169,103
48427,161,81,29
48428,161,170,135
48429,161,137,66
48430,161,172,121
48431,161,171,131
48432,161,80,24
48433,161,173,122
48434,161,138,63
48435,161,174,132
48436,161,139,84
48437,161,82,24
48438,161,83,27
48439,161,190,
48440,161,175,131
48441,161,84,3
48442,161,176,121
48443,161,85,10
48444,161,140,76
48445,161,86,16
48446,161,177,135
48447,161,87,16
48448,161,88,27
48449,161,141,73
48450,161,142,88
48451,161,143,72
48452,161,178,151
48453,161,89,29
48454,161,90,22
48455,161,91,24
48457,161,92,16
48458,161,144,68
48459,161,145,72
48460,161,93,11
48461,161,94,27
48462,161,146,48
48463,161,95,24
48464,161,96,11
48465,161,97,27
48466,161,147,35
48467,161,98,3
48468,161,99,27
48469,161,148,48
48470,161,179,135
48471,161,180,151
48472,161,149,53
48473,161,150,73
48474,161,151,53
48475,161,152,73
48476,161,100,22
48477,161,101,27
48478,161,102,10
48479,161,153,73
48480,63,63,11
48481,63,64,10
48482,63,181,16
48483,63,65,10
48484,63,66,10
48485,63,67,18
48486,63,189,
48487,63,68,22
48488,63,119,11
48489,63,162,14
48490,63,120,22
48491,63,163,22
48492,63,121,22
48493,63,122,11
48494,63,164,16
48495,63,123,25
48496,63,124,11
48497,63,125,14
48498,63,127,16
48499,63,69,16
48500,63,165,14
48501,63,128,11
48502,63,129,22
48503,63,130,14
48504,63,131,11
48505,63,166,11
48506,63,126,10
48507,63,73,11
48508,63,70,11
48509,63,132,11
48510,63,71,16
48511,63,167,16
48512,63,72,11
48513,63,133,12
48514,63,74,12
48515,63,76,11
48516,63,183,
48517,63,75,22
48518,63,77,25
48519,63,78,25
48520,63,79,14
48521,63,134,18
48522,63,168,11
48523,63,187,
48524,63,188,
48525,63,135,22
48526,63,136,12
48527,63,169,10
48528,63,81,22
48529,63,170,12
48530,63,137,10
48531,63,172,22
48532,63,171,16
48533,63,80,25
48534,63,173,25
48535,63,138,11
48536,63,174,14
48537,63,139,10
48538,63,82,25
48539,63,83,14
48540,63,190,
48541,63,175,11
48542,63,84,10
48543,63,176,22
48544,63,85,10
48545,63,140,16
48546,63,86,16
48547,63,177,22
48548,63,87,16
48549,63,88,11
48550,63,141,25
48551,63,142,14
48552,63,143,16
48553,63,178,11
48554,63,89,12
48555,63,90,22
48556,63,91,25
48558,63,92,16
48559,63,144,12
48560,63,145,16
48561,63,93,11
48562,63,94,16
48563,63,146,11
48564,63,95,14
48565,63,96,11
48566,63,97,11
48567,63,147,25
48568,63,98,10
48569,63,99,14
48570,63,148,11
48571,63,179,12
48572,63,180,11
48573,63,149,14
48574,63,150,25
48575,63,151,11
48576,63,152,16
48577,63,100,22
48578,63,101,14
48579,63,102,10
48580,63,153,16
48581,64,64,28
48582,64,181,4
48583,64,65,10
48584,64,66,10
48585,64,67,28
48586,64,189,
48587,64,68,28
48588,64,119,10
48589,64,162,28
48590,64,120,28
48591,64,163,28
48592,64,121,10
48593,64,122,28
48594,64,164,15
48595,64,123,15
48596,64,124,28
48597,64,125,28
48598,64,127,6
48599,64,69,4
48600,64,165,28
48601,64,128,28
48602,64,129,10
48603,64,130,28
48604,64,131,10
48605,64,166,10
48606,64,126,28
48607,64,73,28
48608,64,70,10
48609,64,132,28
48610,64,71,6
48611,64,167,6
48612,64,72,10
48613,64,133,28
48614,64,74,28
48615,64,76,10
48616,64,183,
48617,64,75,10
48618,64,77,28
48619,64,78,15
48620,64,79,28
48621,64,134,28
48622,64,168,28
48623,64,187,
48624,64,188,
48625,64,135,28
48626,64,136,28
48627,64,169,28
48628,64,81,28
48629,64,170,28
48630,64,137,10
48631,64,172,10
48632,64,171,6
48633,64,80,28
48634,64,173,15
48635,64,138,10
48636,64,174,28
48637,64,139,28
48638,64,82,28
48639,64,83,28
48640,64,190,
48641,64,175,10
48642,64,84,28
48643,64,176,10
48644,64,85,10
48645,64,140,6
48646,64,86,6
48647,64,177,28
48648,64,87,6
48649,64,88,28
48650,64,141,15
48651,64,142,28
48652,64,143,4
48653,64,178,28
48654,64,89,28
48655,64,90,10
48656,64,91,28
48658,64,92,4
48659,64,144,28
48660,64,145,4
48661,64,93,10
48662,64,94,15
48663,64,146,10
48664,64,95,28
48665,64,96,10
48666,64,97,28
48667,64,147,28
48668,64,98,28
48669,64,99,28
48670,64,148,10
48671,64,179,28
48672,64,180,28
48673,64,149,28
48674,64,150,15
48675,64,151,28
48676,64,152,15
48677,64,100,10
48678,64,101,28
48679,64,102,10
48680,64,153,15
48681,181,181,145
48682,181,65,10
48683,181,66,10
48684,181,67,17
48685,181,189,
48686,181,68,16
48687,181,119,39
48688,181,162,114
48689,181,120,38
48690,181,163,131
48691,181,121,38
48692,181,122,72
48693,181,164,140
48694,181,123,78
48695,181,124,70
48696,181,125,41
48697,181,127,87
48698,181,69,4
48699,181,165,149
48700,181,128,70
48701,181,129,38
48702,181,130,41
48703,181,131,72
48704,181,166,131
48705,181,126,92
48706,181,73,16
48707,181,70,9
48708,181,132,72
48709,181,71,6
48710,181,167,140
48711,181,72,16
48712,181,133,59
48713,181,74,25
48714,181,76,16
48715,181,183,
48716,181,75,16
48717,181,77,17
48718,181,78,26
48719,181,79,25
48720,181,134,80
48721,181,168,146
48722,181,187,
48723,181,188,
48724,181,135,38
48725,181,136,59
48726,181,169,137
48727,181,81,16
48728,181,170,149
48729,181,137,65
48730,181,172,131
48731,181,171,140
48732,181,80,17
48733,181,173,150
